id,duration_raw,gender,age,city,area,occupation,education,soundproof_wall,home_office,noise_impact,insulation,noise_traffic,noise_life,noise_construction,noise_business,noise_public,noise_animal,distance_source,time_period,eff_sleep_onset,eff_sleep_interrupt,eff_attention,eff_relationship,eff_mental,eff_physical,eff_hearing,eff_emotion,satisfaction,governance_satisfaction,coping_endure,coping_negotiate,coping_community,coping_protect,coping_official,coping_legal,coping_other,awareness_channel,awareness_policy,awareness_necessity,resp_gov,resp_property,resp_business,resp_resident,resp_other,meas_enforce,meas_law,meas_facility,meas_time,meas_publicity,meas_complaint,meas_planning,meas_other,open_text,duration
441,56秒,2,4,1,1,7,5,1,,3,2,3,3,4,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,2,2,2,1,1,1,1,0,1,1,1,0,1,0,0,0,监管,56.0
442,57秒,1,4,1,4,2,1,2,2.0,2,4,4,3,2,1,4,4,4,3,4,2,3,2,3,3,3,4,2,2,0,1,0,0,0,0,0,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,0,好,57.0
443,201秒,2,2,3,2,4,5,1,1.0,3,1,1,1,1,1,1,2,3,3,2,2,2,3,3,3,4,3,3,3,0,1,1,1,0,0,0,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,无,201.0
444,77秒,1,5,2,3,7,1,1,,3,3,3,3,3,3,3,3,2,4,3,3,4,3,3,3,3,3,3,3,0,1,0,1,0,0,0,2,2,2,1,1,0,1,0,1,0,0,1,0,1,0,0,哈,77.0
445,52秒,2,3,2,2,2,3,2,2.0,2,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,2,2,0,1,1,1,0,0,0,2,2,2,1,1,1,0,0,1,1,0,0,1,0,0,0,6,52.0
446,54秒,2,3,3,2,4,2,3,3.0,2,4,4,4,3,3,4,4,2,3,3,4,3,3,3,3,3,3,2,2,0,1,1,0,0,0,0,2,2,2,0,1,1,0,0,1,0,0,1,0,0,1,0,6,54.0
449,107秒,2,2,2,2,4,3,2,2.0,2,4,4,3,3,3,4,3,2,3,4,3,4,3,3,3,3,3,2,2,0,1,0,1,0,0,0,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,0,6,107.0
450,76秒,2,2,1,2,3,3,2,2.0,2,4,4,4,3,3,4,3,3,4,4,3,3,4,3,3,3,4,2,2,0,0,1,0,1,0,0,2,1,2,0,1,1,0,0,1,1,0,0,1,0,0,0,6,76.0
451,76秒,2,3,2,2,3,3,1,3.0,2,4,4,3,3,3,4,3,3,3,3,4,3,3,4,3,4,3,2,1,0,1,0,1,0,1,0,1,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,6,76.0
452,69秒,2,3,3,2,4,3,3,2.0,2,3,3,3,3,3,3,3,4,4,2,3,3,2,3,3,3,3,2,2,0,1,0,1,0,0,0,2,2,2,0,1,0,1,0,1,0,0,1,0,1,0,0,6,69.0
453,247秒,1,3,3,3,3,3,2,2.0,2,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,0,1,1,0,1,0,0,2,2,2,0,1,1,0,0,1,0,1,0,1,0,0,0,6,247.0
454,203秒,1,4,1,2,1,5,1,2.0,4,3,5,2,4,2,4,3,4,4,1,1,5,5,5,1,3,5,5,4,0,1,1,0,1,0,0,4,2,4,0,1,0,1,0,0,0,1,0,0,0,1,0,加快出台《浙江省噪声污染防治条例》，提升法律位阶,203.0
455,149秒,1,1,2,5,5,3,3,,1,4,1,1,1,5,5,5,3,3,1,5,1,5,1,1,5,5,3,4,0,1,1,0,0,1,0,3,4,1,1,0,1,0,1,0,0,1,0,0,1,0,0,完善《浙江省噪声污染防治办法》配套细则，明确部门权责清单,149.0
456,141秒,1,5,1,1,7,6,2,,1,1,5,5,1,1,5,5,1,1,1,5,5,5,5,1,1,1,5,5,1,1,1,1,1,1,0,5,1,4,0,1,1,0,0,1,1,1,0,0,1,1,0,制定浙江省工业，建筑施工，交通社会生活四类噪声排放标准,141.0
457,121秒,1,4,2,3,3,3,1,2.0,3,2,1,1,1,5,1,5,3,3,3,1,4,1,5,2,5,1,1,5,1,0,0,1,0,1,0,1,5,4,1,0,1,1,0,1,0,0,1,0,0,0,0,建立声环境功能区动态更新机制，每 3–5 年评估调整一次,121.0
458,122秒,1,3,3,5,3,5,2,3.0,4,1,1,1,1,1,1,1,1,3,5,5,1,5,1,5,2,5,4,3,1,1,1,0,1,1,0,5,3,3,1,1,1,1,0,0,1,0,0,1,0,0,0,统一全省宁静小区，宁静公园，宁静工厂,122.0
459,116秒,1,3,3,2,3,5,2,3.0,3,3,3,2,2,5,1,1,3,3,2,5,1,5,1,5,1,5,3,5,0,1,0,0,1,0,0,3,5,5,0,1,1,1,0,1,0,0,0,0,1,0,0,明确夜间施工许可、装修时段、广场舞音量全省统一阈值。,116.0
460,105秒,1,3,3,1,3,5,2,2.0,3,4,4,2,4,2,4,4,2,3,3,2,4,1,4,2,4,2,4,2,1,1,1,0,1,0,0,4,2,3,1,1,0,1,0,0,0,1,1,0,0,1,0,建立噪声污染信用评价和黑名单制度,105.0
461,108秒,1,4,3,5,3,4,2,1.0,3,4,1,3,2,3,5,3,4,4,2,4,1,1,2,3,4,2,3,4,0,1,1,0,1,0,0,2,4,4,0,1,1,0,0,0,1,0,0,1,0,0,1,出台老旧小区降噪改造技术导则，明确门窗、墙体、管道降噪要求。,108.0
462,114秒,1,4,1,4,3,3,2,1.0,2,4,4,2,5,2,4,1,3,2,2,4,2,4,3,1,4,2,2,4,1,0,1,0,1,0,0,2,4,3,1,0,1,0,1,1,0,0,1,0,0,0,0,制定噪声污染防治专项资金管理,114.0
463,167秒,1,3,2,3,4,3,3,2.0,4,4,4,2,3,3,1,4,3,4,2,4,3,1,3,4,2,4,3,2,1,0,0,1,0,0,0,2,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,新建交通干线避开密集居民区，无法避让则强制设置隔声屏障、减振基础中国政府网。,167.0
464,166秒,1,4,3,4,2,2,2,2.0,2,4,3,4,1,4,2,4,2,3,2,4,1,4,2,3,4,5,2,4,1,0,1,0,1,0,0,2,4,3,1,0,1,1,0,0,0,0,1,1,0,0,0,优化工业布局，高噪声企业远离居住区,166.0
465,166秒,1,4,3,3,4,3,3,2.0,4,4,4,2,2,4,2,4,3,1,2,3,1,4,2,4,3,2,3,2,0,0,1,0,0,0,1,3,4,4,0,1,0,0,1,0,0,1,0,0,1,0,0,合理布局商业综合体、KTV、酒吧，与居民区保持足够缓冲距离。,166.0
466,160秒,1,3,3,2,8,4,3,,4,4,3,1,4,2,4,3,1,2,3,3,3,3,3,3,1,4,3,2,0,0,1,1,0,0,0,4,4,2,0,1,0,1,0,0,0,0,1,0,0,1,0,新建住宅严格执行隔声标准，外墙，分户墙，门窗隔声性能达标，推广建筑声环境预评价，在方案设计阶段优化户型与朝向,160.0
467,157秒,1,3,3,1,3,3,2,2.0,2,3,2,3,2,4,1,5,3,3,2,4,3,2,4,3,1,5,4,5,1,0,0,1,1,0,0,2,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,城市道路优化线型与坡度，减少急弯、陡坡引发的鸣笛与加速噪声。,157.0
468,165秒,1,5,2,2,8,4,2,,4,3,2,3,2,4,1,3,3,2,3,2,4,3,2,3,1,3,2,3,1,1,0,0,1,0,0,3,3,4,0,1,1,0,1,0,1,0,0,0,1,0,0,公园，广场分区布局，健身区远离住宅区，设置缓冲绿带，新建学校，医院远离主干道，建筑朝向避开噪声源,165.0
469,165秒,1,3,2,3,3,2,1,2.0,3,3,1,1,1,1,5,5,3,4,1,5,2,5,3,5,2,4,3,3,1,0,0,1,0,1,0,3,2,4,0,1,1,0,0,1,0,1,0,0,0,1,0,"农村建房避开公路、养殖场、加工厂，统一规划居住区。
声环境功能区精准划图，绘制高精度 “声环境地图”，分区管控浙江省生态环境厅。",165.0
470,168秒,1,1,3,5,5,1,2,,3,3,1,3,2,4,2,4,3,3,3,2,4,2,4,3,3,2,5,4,0,1,1,0,1,0,0,4,2,4,0,1,0,1,0,0,0,1,0,0,0,1,0,规划阶段开展噪声影响与评估，未通过评估不得立项，全省县级以上城市全覆盖自动监测站，实现每秒采集，实时联网,168.0
471,184秒,1,1,2,4,5,1,2,,2,4,2,3,4,2,4,2,3,3,2,4,1,1,5,1,5,5,2,2,0,1,0,1,0,1,0,1,2,2,1,0,0,1,0,0,1,1,0,0,1,0,0,"全省县级以上城市全覆盖自动监测站，实现每秒采集、实时联网浙江省经济信息中心。
加密学校、医院、敏感小区周边监测点位，实时公示数据。",184.0
472,223秒,1,3,3,4,6,4,3,1.0,3,3,3,1,4,2,4,2,4,2,4,2,4,2,1,4,3,3,3,3,0,1,1,0,0,1,0,4,1,5,0,1,0,1,0,0,0,0,1,0,0,1,0,开发噪声溯源al系统，自动识别声源定位扰民点位，对高价，铁路，机场周边布设长期监测断面，跟踪治理效果,223.0
473,203秒,1,4,1,3,7,4,2,,3,2,3,1,3,4,2,4,3,3,4,1,4,3,3,2,4,3,2,4,0,0,1,0,1,0,0,3,4,4,1,0,1,0,0,0,1,0,1,0,0,1,0,"开展农村区域噪声监测，填补农村监测空白。
建设宁静区域监测评价体系，量化降噪效果、定期评估浙江省生态环境厅",203.0
474,166秒,1,5,2,4,8,2,1,,4,3,4,2,4,3,2,4,5,1,5,1,5,1,5,1,5,2,4,4,1,0,1,0,1,0,0,1,2,4,1,0,1,1,0,0,1,0,0,1,0,0,0,建立噪声治理效果评估模型，量化治理投入与成效，推广数字孪生声环境系统，模拟噪声扩散，优化治理方案,166.0
475,153秒,1,4,2,2,5,6,2,,3,4,3,2,4,4,2,3,3,3,5,5,1,1,1,5,2,4,2,4,0,1,1,0,1,0,0,4,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,"对重点污染源实施在线监测，实时监控、超标报警。
加强监测人员培训，提高专业能力与数据解读水平。",153.0
476,150秒,1,4,2,4,3,5,2,2.0,2,3,4,2,4,2,3,4,4,3,4,1,4,2,4,5,2,4,1,4,0,1,0,1,0,1,0,2,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,加强厂区内部管理，设备定期维护，减少噪声异常，工业区划定噪声重点监管清单，动态更新，重点盯防,150.0
477,141秒,1,5,1,1,1,1,2,1.0,4,5,1,1,1,1,5,5,3,3,5,1,5,1,5,1,5,1,1,4,1,0,0,0,0,0,0,1,1,3,1,1,1,1,0,1,0,1,0,0,0,1,0,"加强工业园区执法检查，常态化巡查、严厉处罚超标行为浙江省生态环境厅。
推动企业噪声治理技术改造，给予财政补贴、税收优惠。",141.0
478,148秒,1,5,3,4,7,2,1,,4,3,2,3,4,2,3,4,2,2,4,2,4,2,4,3,3,2,2,4,1,0,0,1,1,0,0,4,2,4,0,1,0,1,0,0,1,0,0,0,1,1,0,企业合理安排生产时间，减少夜间高噪声作业，加强工业企业员工培训，提高噪声防控意识,148.0
479,151秒,2,3,2,3,5,3,2,,5,3,3,2,4,2,4,5,3,2,3,1,3,4,2,4,3,1,1,1,0,1,0,0,0,1,0,2,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,"企业合理安排生产时间，减少夜间高噪声作业。
加强工业企业员工培训，提高噪声防控意识。",151.0
480,143秒,1,3,3,2,6,3,2,3.0,5,4,4,3,4,2,3,1,4,2,2,4,1,4,2,4,1,3,1,4,0,1,0,1,1,0,0,4,2,2,1,0,1,1,0,0,1,1,1,0,1,0,0,城市主干道，高架路全面加装隔声屏障，优先覆盖学校，医院，密集小区，铁路，轨道交通沿线设置隔声屏障,143.0
481,165秒,1,4,1,2,3,6,2,2.0,3,5,2,3,2,4,4,3,3,2,2,3,4,2,4,2,4,3,3,4,1,0,1,0,1,0,0,3,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,"推广智慧交通系统，减少拥堵、降低车辆频繁启停噪声。
居住区周边道路设置减速带、隔离栏，降低车速、减少噪声。",165.0
482,170秒,1,3,3,3,3,3,2,2.0,3,4,3,4,2,4,3,4,4,2,4,1,1,1,5,2,5,1,5,2,1,1,0,0,1,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,"合理安排施工工序，高噪声作业避开午休与夜间
开展宁静工地创建，树立示范，规范管理，",170.0
486,194秒,1,5,2,1,7,5,3,,2,3,3,2,2,4,3,1,3,3,3,2,4,2,3,2,3,2,4,2,0,1,0,1,1,0,0,4,4,2,1,0,0,1,0,0,1,0,1,0,1,0,0,加强宠物管理，规范饲养，控制吠叫，扰民处罚,194.0
487,199秒,1,4,1,3,4,5,2,1.0,3,3,4,2,3,3,2,2,1,1,1,3,3,2,4,3,1,3,4,4,1,0,0,1,1,0,0,3,4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,加强出租管理，规范租客行为，控制生活噪声，推广社区噪声治理，成立志愿巡查队,199.0
488,196秒,1,2,3,3,8,3,2,,3,5,4,2,3,2,4,4,5,2,3,2,4,3,4,2,4,3,4,2,0,1,0,0,1,0,0,4,3,4,0,1,0,1,0,0,1,1,0,0,1,0,0,定期开展宁静社区评比，表彰先进，推广经验，加大噪声治理技术研发投入，支持高校，企业公关关键技术，推广新型材料，减震材料,196.0
489,174秒,1,5,1,4,4,4,1,2.0,4,4,3,3,4,3,4,3,4,2,4,2,4,3,1,4,2,4,2,4,1,0,0,1,0,0,0,4,3,5,1,0,1,0,1,0,1,0,0,1,0,0,0,研发轨道交通减振降噪新技术，兼顾降噪与节能，应用主动降噪技术，在隧道，车厢，机房等密闭空间降噪,174.0
490,177秒,1,2,2,3,2,2,2,2.0,3,4,5,5,5,5,5,5,5,3,4,5,5,5,2,5,2,5,4,5,0,1,0,0,1,0,1,5,5,5,1,0,0,1,0,0,0,1,0,0,0,1,0,加强国际技术交流，引进国外先进噪声治理与经验与技术，鼓励企业技术创新，对研发噪声治理新技术给予补贴奖励,177.0
491,158秒,1,3,3,3,3,5,3,1.0,5,2,3,2,3,2,4,3,3,4,2,4,3,2,4,2,4,3,2,4,0,0,1,0,1,0,0,3,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,加强基层执法队伍建设，配备专业设备，提升执法能力，生态环境，公安，陈冠，交通联合执法，形成治理合力,158.0
492,160秒,1,2,2,3,8,5,2,,3,5,2,5,2,4,4,3,2,2,1,4,4,3,3,4,3,3,3,3,0,1,0,0,1,0,0,2,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,推行阳光执法，执法结果公开，接受社会监督，加强执法人员培训，提升法律杜洋，业务能力，服务意识,160.0
493,168秒,1,2,3,3,5,1,1,,2,3,4,2,3,4,3,2,4,1,2,4,5,5,5,1,5,1,2,4,0,1,0,1,0,0,0,3,4,3,1,0,0,1,0,0,0,1,1,0,0,1,0,完善投诉举报处理机制，快速响应，及时办理，反馈结果，推行网格化监督，建立台账，动态跟踪，严格管控,168.0
494,175秒,1,3,2,3,3,3,2,2.0,3,2,2,5,2,4,2,4,3,2,4,2,4,3,2,5,2,3,4,3,1,1,1,0,1,1,0,4,3,5,1,1,1,1,0,0,1,0,0,1,1,0,0,开展执法大练兵，提升执法人员实战能力，专业水平，建立执法与司法联动机制，强化行政处罚与刑事处罚衔接,175.0
495,181秒,1,4,2,4,3,2,2,2.0,2,3,2,2,4,2,4,3,4,3,3,2,4,3,2,4,3,4,3,4,1,0,1,0,1,0,0,3,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,建立执法与司法联动机制，强化行政处罚与刑事处罚衔接，姬爱卿那个农村执法监管，填补农村噪声治理空乏,181.0
496,165秒,1,4,3,3,3,3,2,3.0,4,3,4,3,3,4,2,4,3,3,4,3,4,2,4,3,2,3,4,2,0,1,0,1,1,0,0,4,2,4,1,0,1,0,0,0,1,0,0,1,1,0,0,定期开展培训，总结经验，查找不足，持续改进，构建政府工作，部门协同，企业主体，公众参与，社会监督的共治体系,165.0
497,146秒,1,3,2,2,3,5,3,1.0,3,3,2,3,2,4,3,5,2,2,3,4,1,4,3,2,4,3,3,5,0,1,0,1,0,1,0,3,4,4,0,1,0,1,0,0,0,1,0,1,0,1,0,支持环保社会组织参与噪声治理，开展宣传，调研，监督活动，推动社区自治，指定社区噪声公约，规范居民行为,146.0
498,146秒,1,3,2,3,3,2,2,2.0,4,2,3,2,4,3,2,4,3,3,4,3,4,2,4,3,3,4,4,3,1,0,1,0,1,1,0,4,2,3,1,0,1,0,1,1,0,1,0,0,1,0,0,加强行业自律，引导企业，商家自觉履行噪声污染防治责任,146.0
499,157秒,1,3,2,1,4,1,3,2.0,3,4,4,2,4,3,2,3,1,4,3,2,4,3,1,3,2,4,2,4,1,0,1,0,1,0,0,2,4,4,1,0,1,1,0,0,0,0,0,0,0,1,0,加强青少年教育，培养文明习惯，减少人为噪声，推广文明健身，文明娱乐理念,157.0
500,146秒,1,3,1,3,8,3,1,,3,3,4,3,4,2,4,3,2,2,4,2,4,2,4,3,4,3,4,3,0,1,1,0,1,1,0,4,3,4,1,0,1,0,0,0,1,0,0,0,1,1,0,聘请噪声治理特约监督员，基层吹哨人，打通治理的最后一层,146.0
501,159秒,1,4,3,4,2,5,2,1.0,3,2,4,3,2,4,2,3,3,3,3,4,2,3,4,2,1,2,2,4,0,1,1,0,0,1,1,2,4,3,0,1,1,0,0,0,0,1,0,0,0,1,0,建立执法考核机制，将噪声治理成效纳入绩效考核，完善投诉举报处理机制，快速响应，即使办理，反馈结果,159.0
